latitude,longitude,elevation,utc_offset_seconds,timezone,timezone_abbreviation
51.493847,-0.1630249,23.0,3600,Europe/London,BST

time,weather_code (wmo code),temperature_2m_max (°C),temperature_2m_min (°C),temperature_2m_mean (°C),apparent_temperature_max (°C),apparent_temperature_min (°C),apparent_temperature_mean (°C),sunrise (iso8601),sunset (iso8601),daylight_duration (s),sunshine_duration (s),precipitation_sum (mm),rain_sum (mm),precipitation_hours (h),wind_speed_10m_max (km/h),wind_direction_10m_dominant (°)
2012-04-12,53,11.6,1.4,7.0,9.9,-1.6,4.7,2012-04-12T06:10,2012-04-12T19:52,49319.80,43777.78,4.40,4.40,10.0,10.0,295
2012-04-13,51,11.5,1.2,6.2,9.3,-1.6,3.8,2012-04-13T06:08,2012-04-13T19:54,49552.23,39873.04,0.30,0.30,2.0,8.0,352
2012-04-14,3,10.9,3.0,6.7,6.3,0.0,2.9,2012-04-14T06:05,2012-04-14T19:55,49784.18,42868.65,0.00,0.00,0.0,18.6,33
2012-04-15,3,9.1,2.3,5.5,3.1,-2.4,0.5,2012-04-15T06:03,2012-04-15T19:57,50015.51,45648.14,0.00,0.00,0.0,25.5,4
2012-04-16,3,9.4,-1.0,5.0,6.1,-4.7,1.3,2012-04-16T06:01,2012-04-16T19:59,50246.04,37444.92,0.00,0.00,0.0,15.1,302
2012-04-17,55,12.6,4.1,7.7,7.8,-0.8,2.5,2012-04-17T05:59,2012-04-17T20:00,50475.62,28856.03,4.00,4.00,10.0,32.1,210
2012-04-18,55,11.1,5.4,7.7,7.3,0.4,3.4,2012-04-18T05:57,2012-04-18T20:02,50704.08,20665.83,6.10,6.10,15.0,34.1,178
2012-04-19,51,11.1,5.7,7.7,7.8,2.2,4.4,2012-04-19T05:55,2012-04-19T20:04,50931.25,16974.23,2.90,2.90,13.0,17.7,267
2012-04-20,55,11.9,3.3,7.5,9.3,0.1,4.3,2012-04-20T05:53,2012-04-20T20:05,51156.95,46233.00,3.60,3.60,8.0,18.7,249
2012-04-21,51,12.1,2.5,7.6,8.8,-0.7,4.3,2012-04-21T05:50,2012-04-21T20:07,51380.99,46295.25,0.50,0.50,4.0,20.4,264
2012-04-22,61,13.0,3.0,7.9,9.6,-0.6,4.2,2012-04-22T05:48,2012-04-22T20:09,51603.20,43039.63,2.20,2.20,3.0,25.9,246
2012-04-23,61,9.3,4.4,6.7,5.1,1.5,3.1,2012-04-23T05:46,2012-04-23T20:10,51823.38,13689.05,8.10,8.10,13.0,23.4,127
2012-04-24,51,12.4,5.7,8.6,9.3,2.4,5.0,2012-04-24T05:44,2012-04-24T20:12,52041.32,41262.98,2.70,2.70,12.0,23.0,336
2012-04-25,63,12.4,4.8,8.4,8.2,1.8,3.9,2012-04-25T05:42,2012-04-25T20:14,52257.09,18687.52,15.80,15.80,18.0,32.1,158
2012-04-26,51,13.4,8.3,10.6,8.4,3.6,5.7,2012-04-26T05:41,2012-04-26T20:15,52472.26,47607.62,2.80,2.80,15.0,35.8,204
2012-04-27,51,14.4,7.9,11.0,11.8,4.1,7.8,2012-04-27T05:39,2012-04-27T20:17,52687.05,46004.62,1.60,1.60,9.0,24.7,209
2012-04-28,55,9.2,5.3,7.7,6.9,-0.8,3.9,2012-04-28T05:37,2012-04-28T20:19,52901.29,0.00,8.20,8.20,16.0,33.6,31
2012-04-29,61,13.9,5.2,8.7,11.3,-1.0,3.8,2012-04-29T05:35,2012-04-29T20:20,53114.81,17426.80,19.10,19.10,18.0,34.9,65
2012-04-30,51,16.9,7.5,12.1,14.3,3.4,8.6,2012-04-30T05:33,2012-04-30T20:22,53327.45,47002.45,1.20,1.20,5.0,24.4,116
2012-05-01,63,16.5,9.8,12.9,16.0,7.4,11.1,2012-05-01T05:31,2012-05-01T20:23,53539.03,24645.59,21.90,21.90,15.0,26.5,81
2012-05-02,55,14.2,7.9,10.7,11.6,5.1,8.4,2012-05-02T05:29,2012-05-02T20:25,53749.37,6224.14,4.10,4.10,6.0,17.8,356
2012-05-03,61,10.4,7.2,8.6,8.2,4.8,6.1,2012-05-03T05:27,2012-05-03T20:27,53958.29,3.60,11.00,11.00,16.0,15.2,15
2012-05-04,3,9.4,6.6,7.9,6.4,4.1,5.3,2012-05-04T05:25,2012-05-04T20:28,54165.59,0.00,0.00,0.00,0.0,16.1,18
2012-05-05,51,9.6,5.4,7.1,6.1,0.9,2.9,2012-05-05T05:24,2012-05-05T20:30,54371.09,22790.06,0.40,0.40,3.0,20.3,35
2012-05-06,51,9.2,5.1,6.8,6.3,1.3,3.4,2012-05-06T05:22,2012-05-06T20:32,54574.58,6657.64,0.10,0.10,1.0,18.1,40
2012-05-07,61,12.8,3.5,8.6,10.1,0.9,5.7,2012-05-07T05:20,2012-05-07T20:33,54775.86,32908.05,5.00,5.00,8.0,21.0,162
2012-05-08,55,15.6,9.5,12.4,13.3,6.8,10.4,2012-05-08T05:18,2012-05-08T20:35,54974.70,26497.34,3.50,3.50,10.0,16.4,203
2012-05-09,53,15.6,8.9,12.4,12.9,7.5,10.7,2012-05-09T05:17,2012-05-09T20:36,55170.90,4349.55,5.70,5.70,16.0,23.5,198
2012-05-10,61,16.5,13.4,14.5,14.5,10.2,11.9,2012-05-10T05:15,2012-05-10T20:38,55364.22,0.00,12.20,12.20,13.0,31.3,209
2012-05-11,3,14.8,8.3,12.1,10.6,4.2,8.3,2012-05-11T05:13,2012-05-11T20:40,55554.44,42738.42,0.00,0.00,0.0,23.4,273
2012-05-12,3,13.2,4.6,9.4,9.5,0.6,5.9,2012-05-12T05:12,2012-05-12T20:41,55741.31,43897.18,0.00,0.00,0.0,19.6,340
2012-05-13,3,14.6,4.1,10.3,11.7,1.7,7.3,2012-05-13T05:10,2012-05-13T20:43,55924.60,49505.86,0.00,0.00,0.0,20.1,227
2012-05-14,53,11.0,6.1,8.5,7.9,2.0,5.0,2012-05-14T05:09,2012-05-14T20:44,56104.05,19640.44,3.40,3.40,11.0,21.1,234
2012-05-15,55,11.9,4.8,7.5,8.4,1.2,3.8,2012-05-15T05:07,2012-05-15T20:46,56279.63,44642.11,5.00,5.00,12.0,24.2,305
2012-05-16,3,12.2,3.0,8.3,9.2,-0.8,4.9,2012-05-16T05:06,2012-05-16T20:47,56452.76,45288.64,0.00,0.00,0.0,14.9,291
2012-05-17,51,14.4,5.0,10.1,11.5,2.6,7.3,2012-05-17T05:05,2012-05-17T20:48,56623.59,39319.33,0.20,0.20,2.0,15.4,134
2012-05-18,51,15.1,8.0,11.9,13.4,4.5,9.5,2012-05-18T05:03,2012-05-18T20:50,56791.92,21457.15,0.30,0.30,3.0,17.9,98
2012-05-19,3,16.8,9.6,13.1,15.6,7.4,11.0,2012-05-19T05:02,2012-05-19T20:51,56957.59,36445.81,0.00,0.00,0.0,17.1,257
2012-05-20,51,15.0,7.2,10.8,11.8,3.5,7.5,2012-05-20T05:01,2012-05-20T20:53,57120.40,20258.17,1.00,1.00,4.0,19.8,22
2012-05-21,3,17.2,8.4,12.3,14.6,5.3,9.4,2012-05-21T04:59,2012-05-21T20:54,57280.18,15038.19,0.00,0.00,0.0,21.6,354
2012-05-22,3,23.0,9.6,16.2,22.6,6.6,14.8,2012-05-22T04:58,2012-05-22T20:56,57436.73,51046.23,0.00,0.00,0.0,22.2,344
2012-05-23,2,23.6,11.2,18.0,25.4,9.7,18.4,2012-05-23T04:57,2012-05-23T20:57,57589.84,49544.80,0.00,0.00,0.0,13.8,358
2012-05-24,3,23.9,13.1,18.7,26.0,12.8,19.7,2012-05-24T04:56,2012-05-24T20:58,57739.34,51541.56,0.00,0.00,0.0,11.8,35
2012-05-25,1,21.2,13.9,17.8,20.4,12.6,16.1,2012-05-25T04:55,2012-05-25T21:00,57885.00,52277.08,0.00,0.00,0.0,23.7,64
2012-05-26,0,22.1,13.1,17.7,20.2,10.7,15.5,2012-05-26T04:54,2012-05-26T21:01,58026.62,52822.49,0.00,0.00,0.0,23.4,71
2012-05-27,0,23.9,12.5,18.2,23.8,11.0,17.3,2012-05-27T04:53,2012-05-27T21:02,58164.00,53006.11,0.00,0.00,0.0,15.9,80
2012-05-28,2,23.6,10.8,18.0,25.9,9.7,18.1,2012-05-28T04:52,2012-05-28T21:03,58296.93,52808.31,0.00,0.00,0.0,10.1,268
2012-05-29,51,20.5,12.9,17.0,20.7,12.0,16.6,2012-05-29T04:51,2012-05-29T21:05,58425.16,43952.86,0.50,0.50,5.0,13.0,2
2012-05-30,61,22.6,12.2,17.3,22.7,11.5,17.0,2012-05-30T04:50,2012-05-30T21:06,58548.50,50258.85,2.30,2.30,2.0,13.0,215
2012-05-31,51,17.0,13.1,15.4,15.1,11.8,13.7,2012-05-31T04:49,2012-05-31T21:07,58666.73,8119.75,0.20,0.20,1.0,20.3,275
2012-06-01,3,19.5,13.9,16.5,19.2,12.6,15.9,2012-06-01T04:48,2012-06-01T21:08,58779.62,10345.40,0.00,0.00,0.0,13.7,328
2012-06-02,61,16.5,11.2,13.4,13.8,8.3,10.9,2012-06-02T04:47,2012-06-02T21:09,58886.96,19439.82,3.40,3.40,5.0,19.1,95
2012-06-03,61,12.4,10.6,11.6,10.1,8.2,9.2,2012-06-03T04:47,2012-06-03T21:10,58988.51,527.68,12.40,12.40,21.0,19.8,89
2012-06-04,55,12.7,7.8,10.7,10.4,3.4,7.6,2012-06-04T04:46,2012-06-04T21:11,59084.18,30932.78,5.40,5.40,9.0,25.9,20
2012-06-05,55,13.9,7.4,11.1,10.2,5.5,8.4,2012-06-05T04:46,2012-06-05T21:12,59174.79,9446.03,4.10,4.10,8.0,22.1,165
2012-06-06,61,17.9,12.4,14.6,17.0,10.5,12.8,2012-06-06T04:45,2012-06-06T21:13,59260.38,44496.63,3.70,3.70,4.0,23.5,213
2012-06-07,61,18.1,11.5,14.1,16.2,8.7,11.6,2012-06-07T04:45,2012-06-07T21:14,59340.89,18109.95,7.30,7.30,11.0,30.0,179
2012-06-08,53,15.9,11.3,13.5,10.5,6.3,8.2,2012-06-08T04:44,2012-06-08T21:14,59416.22,36844.45,3.20,3.20,11.0,39.2,221
2012-06-09,3,15.0,10.4,12.7,12.0,5.6,8.3,2012-06-09T04:44,2012-06-09T21:15,59486.27,30593.37,0.00,0.00,0.0,31.4,252
2012-06-10,61,16.0,7.2,12.5,14.6,5.7,11.1,2012-06-10T04:43,2012-06-10T21:16,59550.97,23843.27,5.60,5.60,11.0,15.0,115
2012-06-11,63,12.1,10.8,11.5,9.9,7.9,8.9,2012-06-11T04:43,2012-06-11T21:17,59610.23,0.00,33.60,33.60,24.0,23.2,25
2012-06-12,53,13.9,10.1,11.6,11.3,6.8,8.9,2012-06-12T04:43,2012-06-12T21:17,59663.97,1259.27,5.20,5.20,15.0,24.4,10
2012-06-13,3,15.7,7.8,12.2,14.2,5.8,10.6,2012-06-13T04:43,2012-06-13T21:18,59712.12,53316.68,0.00,0.00,0.0,8.8,104
2012-06-14,61,17.4,7.3,12.9,13.9,4.9,10.1,2012-06-14T04:43,2012-06-14T21:18,59754.59,41205.60,3.60,3.60,5.0,25.0,116
